Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
CCDC188		22q11.21	AMP	5	109	4.6%	No
EIF3IP1		7q31.1	AMP	3	109	2.8%	No
ALAD		9q32	AMP	3	109	2.8%	No
ANKRD26P3		13q12.11	AMP	5	109	4.6%	No
SUCLG1		2p11.2	HOMDEL	4	109	3.7%	No
FAM120A		9q22.31	AMP	2	109	1.8%	No
SARNP		12q13.2	AMP	2	109	1.8%	No
PRR35		16p13.3	HOMDEL	4	109	3.7%	No
PECAM1		17q23.3	HOMDEL	1	109	0.9%	No
ATP1A3		19q13.2	AMP	16	109	14.7%	No
HOXA-AS3		7p15.2	AMP	4	109	3.7%	No
SERTAD4-AS1		1q32.2	AMP	7	109	6.4%	No
ZSWIM5		1p34.1	HOMDEL	3	109	2.8%	No
ME2		18q21.2	HOMDEL	31	109	28.4%	No
LMOD2		7q31.32	AMP	2	109	1.8%	No
ALAS1		3p21.2	AMP	3	109	2.8%	No
KRTAP6-2		21q22.11	HOMDEL	9	109	8.3%	No
PKDREJ		22q13.31	HOMDEL	4	109	3.7%	No
OR4F29		1p36.33	HOMDEL	2	109	1.8%	No
LINC00336		6p21.31	HOMDEL	2	109	1.8%	No
RTEL1		20q13.33	AMP	26	109	23.9%	Yes
ATP12A		13q12.12	AMP	3	109	2.8%	No
OR2A12		7q35	AMP	5	109	4.6%	No
LINC01606		8q12.1	AMP	6	109	5.5%	No
ALB		4q13.3	AMP	1	109	0.9%	Yes
CCDC25		8p21.1	HOMDEL	3	109	2.8%	No
LHFPL5		6p21.31	AMP	1	109	0.9%	No
ANKRA2		5q13.2	HOMDEL	4	109	3.7%	No
METTL26		16p13.3	AMP	19	109	17.4%	No
ZNF652		17q21.32	AMP	2	109	1.8%	No
TTC39C		18q11.2	AMP	9	109	8.3%	No
ACOT13		6p22.3	HOMDEL	3	109	2.8%	No
KRT74		12q13.13	HOMDEL	3	109	2.8%	No
KIF9-AS1		3p21.31	AMP	1	109	0.9%	No
PSME4		2p16.2	AMP	2	109	1.8%	No
VASH2		1q32.3	HOMDEL	1	109	0.9%	No
ZRANB2-DT		1p31.1	HOMDEL	5	109	4.6%	No
SUPT16H		14q11.2	HOMDEL	1	109	0.9%	No
ATRAID		2p23.3	HOMDEL	2	109	1.8%	No
ALCAM		3q13.11	AMP	2	109	1.8%	No
ZBED3		5q13.3	AMP	1	109	0.9%	No
METTL17		14q11.2	HOMDEL	1	109	0.9%	No
NCR3		6p21.33	AMP	7	109	6.4%	No
FAF2		5q35.2	AMP	5	109	4.6%	No
GNS		12q14.3	HOMDEL	2	109	1.8%	No
SLA		8q24.22	HOMDEL	1	109	0.9%	No
CLIP1		12q24.31	AMP	3	109	2.8%	Yes
SQOR		15q21.1	HOMDEL	1	109	0.9%	No
ATP4A		19q13.12	HOMDEL	1	109	0.9%	No
GRIA4		11q22.3	HOMDEL	3	109	2.8%	No
FAM210A		18p11.21	AMP	6	109	5.5%	No
SUSD3		9q22.31	AMP	2	109	1.8%	No
ST20-MTHFS		15q25.1	AMP	3	109	2.8%	No
TRMT112		11q13.1	HOMDEL	5	109	4.6%	No
RASSF8-AS1		12p12.1	AMP	6	109	5.5%	No
GABBR1		6p22.1	AMP	2	109	1.8%	No
VSNL1		2p24.2	AMP	1	109	0.9%	No
ELMO1		7p14.2-p14.1	AMP	1	109	0.9%	No
YEATS4		12q15	HOMDEL	2	109	1.8%	No
RETREG3		17q21.2	AMP	5	109	4.6%	No
COX10		17p12	AMP	1	109	0.9%	No
ADM5		19q13.33	AMP	13	109	11.9%	No
RHOBTB3		5q15	AMP	2	109	1.8%	No
CHRD		3q27.1	AMP	12	109	11.0%	No
SMOC2		6q27	AMP	1	109	0.9%	No
ATP5MGL		22q13.2	HOMDEL	1	109	0.9%	No
SNORD54		8q12.1	AMP	5	109	4.6%	No
ZNF555		19p13.3	HOMDEL	5	109	4.6%	No
COX6A2		16p11.2	HOMDEL	2	109	1.8%	No
INSL6		9p24.1	HOMDEL	7	109	6.4%	No
ALDH1A1		9q21.13	AMP	1	109	0.9%	No
ARMC7		17q25.1	AMP	10	109	9.2%	No
VTN		17q11.2	AMP	7	109	6.4%	No
GCSIR		2q37.1	HOMDEL	3	109	2.8%	No
GNAI3		1p13.3	HOMDEL	3	109	2.8%	No
ZFP30		19q13.12	AMP	6	109	5.5%	No
COX11		17q22	AMP	3	109	2.8%	No
GSE1		16q24.1	AMP	3	109	2.8%	No
SNPH		20p13	HOMDEL	2	109	1.8%	No
KCNK5		6p21.2	AMP	2	109	1.8%	No
ZNF43		19p12	HOMDEL	4	109	3.7%	No
LINC01432		20p11.22	AMP	3	109	2.8%	No
NIPA1		15q11.2	HOMDEL	4	109	3.7%	No
GAB2		11q14.1	AMP	5	109	4.6%	Yes
DHRS4-AS1		14q11.2	AMP	4	109	3.7%	No
WNT5A		3p14.3	HOMDEL	8	109	7.3%	No
SNCG		10q23.2	HOMDEL	3	109	2.8%	No
LINC00588		8q12.1	HOMDEL	1	109	0.9%	No
SPMIP3		1q44	HOMDEL	1	109	0.9%	No
RPL34-DT		4q25	HOMDEL	4	109	3.7%	No
RNF44		5q35.2	AMP	7	109	6.4%	No
CEACAM4		19q13.2	HOMDEL	1	109	0.9%	No
GFRA4		20p13	AMP	5	109	4.6%	No
FASTKD1		2q31.1	HOMDEL	4	109	3.7%	No
ARF1		1q42.13	HOMDEL	2	109	1.8%	No
PTBP3		9q32	HOMDEL	1	109	0.9%	No
SNORD56		20p13	AMP	2	109	1.8%	No
ATP23		12q14.1	AMP	3	109	2.8%	No
ZGLP1		19p13.2	AMP	6	109	5.5%	No
TRAPPC13		5q12.3	HOMDEL	6	109	5.5%	No
FAM27C		9q13	HOMDEL	4	109	3.7%	No
OR6W1P		7q34	HOMDEL	1	109	0.9%	No
VPS9D1-AS1		16q24.3	AMP	15	109	13.8%	No
RUFY4		2q35	HOMDEL	2	109	1.8%	No
LINC01761		1p21.3	HOMDEL	4	109	3.7%	No
ALDH3A1		17p11.2	AMP	4	109	3.7%	No
TMEM53		1p34.1	AMP	4	109	3.7%	No
MDH1		2p15	HOMDEL	1	109	0.9%	No
AP5Z1		7p22.1	HOMDEL	1	109	0.9%	No
ANKRD18B		9p13.3	HOMDEL	1	109	0.9%	No
COBLL1		2q24.3	AMP	2	109	1.8%	No
LGR4		11p14.1	HOMDEL	1	109	0.9%	No
EPB41L4A		5q22.1-q22.2	AMP	1	109	0.9%	No
COX8A		11q13.1	AMP	9	109	8.3%	No
CPSF6		12q15	HOMDEL	2	109	1.8%	No
MIR1-1HG		20q13.33	AMP	15	109	13.8%	No
ABCB11		2q31.1	AMP	3	109	2.8%	No
LYVE1		11p15.4	AMP	4	109	3.7%	No
ZNRF2P2		7p14.3	AMP	3	109	2.8%	No
OR10G2		14q11.2	AMP	2	109	1.8%	No
HMGB4		1p35.1	HOMDEL	4	109	3.7%	No
ZNF48		16p11.2	AMP	9	109	8.3%	No
PARVG		22q13.31	AMP	3	109	2.8%	No
CENPF		1q41	HOMDEL	1	109	0.9%	No
RFPL2		22q12.3	HOMDEL	1	109	0.9%	No
OXSM		3p24.2	HOMDEL	7	109	6.4%	No
SNORA32		11q21	AMP	2	109	1.8%	No
LRIG1		3p14.1	HOMDEL	9	109	8.3%	No
PPBPP2		4q13.3	AMP	1	109	0.9%	No
OR10G3		14q11.2	AMP	2	109	1.8%	No
TDH		8p23.1	AMP	4	109	3.7%	No
STKLD1		9q34.2	HOMDEL	2	109	1.8%	No
C2CD5		12p12.1	AMP	4	109	3.7%	No
TAC1		7q21.3	HOMDEL	1	109	0.9%	No
MTX3		5q14.1	HOMDEL	3	109	2.8%	No
DLGAP4		20q11.23	AMP	3	109	2.8%	No
BCCIP		10q26.2	AMP	1	109	0.9%	No
EML2		19q13.32	AMP	17	109	15.6%	No
TACSTD2		1p32.1	HOMDEL	6	109	5.5%	No
IGF2		11p15.5	HOMDEL	5	109	4.6%	Yes
CST9L		20p11.21	AMP	2	109	1.8%	No
CYP4F30P		2q21.1	HOMDEL	3	109	2.8%	No
SNORD51		2q33.3	AMP	2	109	1.8%	No
OR10H3		19p13.12	AMP	3	109	2.8%	No
KCNJ1		11q24.3	HOMDEL	1	109	0.9%	No
OR2B11		1q44	AMP	10	109	9.2%	No
ZNF605		12q24.33	HOMDEL	5	109	4.6%	No
SNORD114-29		14q32.31	HOMDEL	7	109	6.4%	No
SNORD50A		6q14.3	AMP	1	109	0.9%	No
EIF5A2		3q26.2	AMP	5	109	4.6%	No
SENP5		3q29	HOMDEL	1	109	0.9%	No
NOMO3		16p13.11	AMP	4	109	3.7%	No
PPARGC1A		4p15.2	AMP	2	109	1.8%	No
SIGLEC14		19q13.41	AMP	9	109	8.3%	No
WDR86-AS1		7q36.1	AMP	9	109	8.3%	No
CST9		20p11.21	AMP	4	109	3.7%	No
MMP24		20q11.22	AMP	4	109	3.7%	No
SNORD52		6p21.33	AMP	9	109	8.3%	No
LINC01940		2q37.3	HOMDEL	1	109	0.9%	No
OR11A1		6p22.1	AMP	2	109	1.8%	No
LILRB1		19q13.42	HOMDEL	1	109	0.9%	No
SCP2D1		20p11.23	AMP	6	109	5.5%	No
SEC24D		4q26	HOMDEL	4	109	3.7%	No
HTR5A		7q36.2	HOMDEL	1	109	0.9%	No
ZNF518A		10q24.1	AMP	1	109	0.9%	No
FAM86B2		8p23.1	AMP	2	109	1.8%	No
SH3RF3-AS1		2q13	HOMDEL	3	109	2.8%	No
TMPRSS4		11q23.3	AMP	4	109	3.7%	No
CDKL4		2p22.1	AMP	2	109	1.8%	No
TTF2		1p13.1	HOMDEL	2	109	1.8%	No
PRDM13		6q16.2	HOMDEL	9	109	8.3%	No
CPS1-IT1		2q34	AMP	2	109	1.8%	No
KCNB1		20q13.13	AMP	7	109	6.4%	No
ARID3B		15q24.1	AMP	5	109	4.6%	Yes
SLC52A3		20p13	AMP	6	109	5.5%	No
DNAJC19		3q26.33	AMP	5	109	4.6%	No
KCNH2		7q36.1	HOMDEL	1	109	0.9%	No
ADNP2		18q23	HOMDEL	13	109	11.9%	No
TMEM239		20p13	HOMDEL	5	109	4.6%	No
MEX3D		19p13.3	HOMDEL	6	109	5.5%	No
LINGO3		19p13.3	HOMDEL	5	109	4.6%	No
NPDC1		9q34.3	AMP	14	109	12.8%	No
SNORA5B		7p13	AMP	7	109	6.4%	No
OR10H1		19p13.12	AMP	3	109	2.8%	No
DEFB127		20p13	AMP	2	109	1.8%	No
KCNA10		1p13.3	AMP	1	109	0.9%	No
PROKR1		2p13.3	AMP	1	109	0.9%	No
POLR3F		20p11.23	AMP	2	109	1.8%	No
HULC		6p24.3	HOMDEL	4	109	3.7%	No
RTKN		2p13.1	AMP	5	109	4.6%	No
CSGALNACT2		10q11.21	AMP	2	109	1.8%	No
HTR6		1p36.13	HOMDEL	8	109	7.3%	No
SYNE2		14q23.2	HOMDEL	1	109	0.9%	No
C9ORF78		9q34.11	AMP	5	109	4.6%	No
TMEM82		1p36.21	HOMDEL	7	109	6.4%	No
TMEM59L		19p13.11	HOMDEL	1	109	0.9%	No
RUNX3		1p36.11	HOMDEL	7	109	6.4%	No
XRCC6		22q13.2	AMP	8	109	7.3%	No
C22ORF46P		22q13.2	AMP	6	109	5.5%	No
MIR181A1HG		1q32.1	HOMDEL	3	109	2.8%	No
OAT		10q26.13	AMP	2	109	1.8%	No
OR10H2		19p13.12	AMP	3	109	2.8%	No
LINC01343		1p34.3	AMP	3	109	2.8%	No
POLE4		2p12	AMP	2	109	1.8%	No
LDHAL6A		11p15.1	AMP	4	109	3.7%	No
SNORA5C		7p13	AMP	7	109	6.4%	No
MRPS30		5p12	AMP	4	109	3.7%	No
ZNF484		9q22.31	HOMDEL	1	109	0.9%	No
NOSTRIN		2q24.3	AMP	4	109	3.7%	No
SLC6A1		3p25.3	HOMDEL	1	109	0.9%	No
COX7A1		19q13.12	AMP	16	109	14.7%	No
KCNA7		19q13.33	AMP	13	109	11.9%	No
VPREB1		22q11.22	AMP	4	109	3.7%	No
OR3A4P		17p13.3	HOMDEL	10	109	9.2%	No
CLCN3		4q33	HOMDEL	5	109	4.6%	No
ROGDI		16p13.3	AMP	8	109	7.3%	No
FURIN		15q26.1	AMP	11	109	10.1%	Yes
SCARF1		17p13.3	HOMDEL	6	109	5.5%	No
SNORA7B		3q21.3	AMP	2	109	1.8%	No
CENPE		4q24	HOMDEL	7	109	6.4%	No
UBA6-DT		4q13.2	HOMDEL	8	109	7.3%	No
OR2S2		9p13.3	AMP	5	109	4.6%	No
WDR3		1p12	AMP	2	109	1.8%	No
HPD		12q24.31	HOMDEL	2	109	1.8%	No
FAM153B		5q35.2	AMP	3	109	2.8%	No
OAS3		12q24.13	AMP	2	109	1.8%	No
CDK11B		1p36.33	HOMDEL	10	109	9.2%	No
COX7A2		6q14.1	AMP	1	109	0.9%	No
CHMP6		17q25.3	AMP	9	109	8.3%	No
CNTLN		9p22.2	HOMDEL	19	109	17.4%	No
SNHG29		17p11.2	HOMDEL	4	109	3.7%	No
PCSK6		15q26.3	AMP	6	109	5.5%	No
MAPK14		6p21.31	HOMDEL	2	109	1.8%	No
RPL29		3p21.2	HOMDEL	3	109	2.8%	No
CA10		17q21.33-q22	HOMDEL	1	109	0.9%	No
KCNA6		12p13.32	AMP	4	109	3.7%	No
C6ORF58		6q22.33	HOMDEL	8	109	7.3%	No
SNORA9		7p13	AMP	6	109	5.5%	No
SOWAHA		5q31.1	HOMDEL	1	109	0.9%	No
SLC37A4		11q23.3	AMP	8	109	7.3%	No
SRD5A3		4q12	AMP	1	109	0.9%	No
TESPA1		12q13.2	AMP	1	109	0.9%	No
MAMDC2		9q21.12	AMP	3	109	2.8%	No
GAL3ST2		2q37.3	AMP	13	109	11.9%	No
HLA-DRA		6p21.32	HOMDEL	3	109	2.8%	No
PAEP		9q34.3	AMP	5	109	4.6%	No
DCHS1		11p15.4	AMP	5	109	4.6%	No
KCNA5		12p13.32	AMP	4	109	3.7%	No
PXT1		6p21.31	HOMDEL	1	109	0.9%	No
SOD3		4p15.2	HOMDEL	3	109	2.8%	No
CLDND1		3q11.2	AMP	1	109	0.9%	No
IVNS1ABP		1q25.3	AMP	8	109	7.3%	No
COX6C		8q22.2	AMP	10	109	9.2%	No
RNASE6		14q11.2	HOMDEL	1	109	0.9%	No
PHYHD1		9q34.11	AMP	5	109	4.6%	No
VRK2		2p16.1	AMP	1	109	0.9%	No
CLXN		8q11.21	AMP	4	109	3.7%	No
POC1B-GALNT4		12q21.33	AMP	1	109	0.9%	No
STAC		3p22.3-p22.2	HOMDEL	5	109	4.6%	No
CXCL11		4q21.1	HOMDEL	2	109	1.8%	No
POPDC2		3q13.33	AMP	1	109	0.9%	No
SNORA1		11q21	AMP	2	109	1.8%	No
VSIG2		11q24.2	HOMDEL	1	109	0.9%	No
TRPM5		11p15.5	HOMDEL	4	109	3.7%	No
PCDHGB4		5q31	AMP	4	109	3.7%	No
ILK		11p15.4	HOMDEL	4	109	3.7%	No
POLR3G		5q14.3	AMP	1	109	0.9%	No
ARTN		1p34.1	HOMDEL	2	109	1.8%	No
TEX29		13q34	AMP	2	109	1.8%	No
LINC00470		18p11.32	AMP	5	109	4.6%	No
GPR83		11q21	AMP	2	109	1.8%	No
RARB		3p24.2	HOMDEL	4	109	3.7%	No
PLEKHM1		17q21.31	AMP	7	109	6.4%	No
PANK3		5q34	AMP	2	109	1.8%	No
FUNDC2P2		2p11.2	HOMDEL	4	109	3.7%	No
PRSS45P		3p21.31	HOMDEL	7	109	6.4%	No
RNASE12		14q11.2	HOMDEL	1	109	0.9%	No
PAFAH1B2		11q23.3	AMP	3	109	2.8%	Yes
AKR1C3		10p15.1	AMP	1	109	0.9%	No
SNORA2A		12q13.11	AMP	1	109	0.9%	No
SAMSN1		21q11.2	AMP	1	109	0.9%	No
POLR3C		1q21.1	AMP	9	109	8.3%	No
RSC1A1		1p36.21	AMP	1	109	0.9%	No
TWNK		10q24.31	AMP	2	109	1.8%	No
TMEM106A		17q21.31	AMP	8	109	7.3%	No
TOGARAM2		2p23.2	AMP	4	109	3.7%	No
ZBTB24		6q21	AMP	1	109	0.9%	No
AKIRIN1		1p34.3	AMP	4	109	3.7%	No
KLHL40		3p22.1	AMP	1	109	0.9%	No
TMSB10		2p11.2	HOMDEL	1	109	0.9%	No
TPRX1		19q13.33	HOMDEL	1	109	0.9%	No
TAMALIN		12q13.13	HOMDEL	4	109	3.7%	No
C1ORF174		1p36.32	AMP	5	109	4.6%	No
EIF4E1B		5q35.2	HOMDEL	3	109	2.8%	No
PTCH2		1p34.1	AMP	10	109	9.2%	No
SMOC1		14q24.1	AMP	1	109	0.9%	No
CYP20A1		2q33.2	HOMDEL	3	109	2.8%	No
DPH2		1p34.1	HOMDEL	2	109	1.8%	No
ERAP1		5q15	AMP	2	109	1.8%	No
TXNIP		1q21.1	AMP	9	109	8.3%	No
NEIL3		4q34.3	HOMDEL	7	109	6.4%	No
SNORD116-2		15q11.2	AMP	1	109	0.9%	No
GLT8D1		3p21.1	HOMDEL	6	109	5.5%	No
KRT4		12q13.13	HOMDEL	3	109	2.8%	No
VWCE		11q12.2	AMP	6	109	5.5%	No
ACBD6		1q25.2-q25.3	AMP	8	109	7.3%	No
EIF4G3		1p36.12	HOMDEL	8	109	7.3%	No
GADD45GIP1		19p13.13	AMP	5	109	4.6%	No
MCOLN2		1p22.3	AMP	2	109	1.8%	No
TAAR3P		6q23.2	HOMDEL	5	109	4.6%	No
PLEK2		14q23.3-q24.1	HOMDEL	1	109	0.9%	No
HIGD1B		17q21.31	AMP	8	109	7.3%	No
TAF6L		11q12.3	AMP	9	109	8.3%	No
ACO1		9p21.1	HOMDEL	2	109	1.8%	No
XKR3		22q11.1	HOMDEL	1	109	0.9%	No
SCUBE3		6p21.3	AMP	2	109	1.8%	No
LYZL4		3p22.1	AMP	1	109	0.9%	No
CYB561A3		11q12.2	AMP	7	109	6.4%	No
THOC3		5q35.2	AMP	3	109	2.8%	No
MALSU1		7p15.3	AMP	1	109	0.9%	No
SNORA21		17q12	AMP	6	109	5.5%	No
CASKIN1		16p13.3	HOMDEL	4	109	3.7%	No
PRR20E		13q21.1	AMP	1	109	0.9%	No
MYOF		10q23.33	HOMDEL	2	109	1.8%	No
NUDT16		3q22.1	HOMDEL	2	109	1.8%	No
TMEM8B		9p13.3	AMP	7	109	6.4%	No
TMPRSS5		11q23.2	HOMDEL	3	109	2.8%	No
TNFRSF11A		18q21.33	HOMDEL	20	109	18.3%	Yes
TRIM16		17p12	AMP	1	109	0.9%	No
SNORD116-4		15q11.2	AMP	1	109	0.9%	No
HMGB2		4q34.1	HOMDEL	7	109	6.4%	No
KRTAP9-4		17q21.2	HOMDEL	5	109	4.6%	No
PIP4K2A		10p12.2	HOMDEL	1	109	0.9%	No
HEATR1		1q43	HOMDEL	2	109	1.8%	No
DLGAP1-AS3		18p11.31	HOMDEL	1	109	0.9%	No
MBOAT1		6p22.3	AMP	1	109	0.9%	No
SAXO4		11q12.2	AMP	6	109	5.5%	No
EPHA5		4q13.1-q13.2	HOMDEL	7	109	6.4%	Yes
SNORD116-3		15q11.2	AMP	1	109	0.9%	No
MYL12A		18p11.31	AMP	5	109	4.6%	No
MYH7B		20q11.22	HOMDEL	1	109	0.9%	No
AXIN1		16p13.3	HOMDEL	5	109	4.6%	Yes
SIGLEC8		19q13.33-q13.41	HOMDEL	1	109	0.9%	No
TMEM217		6p21.2	AMP	4	109	3.7%	No
PRR18		6q27	HOMDEL	3	109	2.8%	No
CLIC3		9q34.3	HOMDEL	5	109	4.6%	No
TTC39A		1p32.3	HOMDEL	3	109	2.8%	No
OCA2		15q12-q13.1	AMP	2	109	1.8%	No
SORCS1		10q25.1	HOMDEL	1	109	0.9%	No
RTN2		19q13.32	HOMDEL	1	109	0.9%	No
KCNC4		1p13.3	AMP	3	109	2.8%	No
GCAT		22q13.1	HOMDEL	1	109	0.9%	No
SNORD116-6		15q11.2	AMP	1	109	0.9%	No
EFNB2		13q33.3	HOMDEL	2	109	1.8%	No
METTL16		17p13.3	HOMDEL	5	109	4.6%	No
PRINS		10p12.1	AMP	1	109	0.9%	No
BDKRB2		14q32.2	HOMDEL	4	109	3.7%	No
CLDN19		1p34.2	AMP	4	109	3.7%	No
CAMK2N1		1p36.12	AMP	2	109	1.8%	No
ZNF572		8q24.13	AMP	13	109	11.9%	No
OAZ2		15q22.31	AMP	1	109	0.9%	No
ATP1A4		1q23.2	AMP	13	109	11.9%	No
S1PR4		19p13.3	HOMDEL	5	109	4.6%	No
KCNC3		19q13.33	AMP	13	109	11.9%	No
SNORD116-5		15q11.2	AMP	1	109	0.9%	No
SYT12		11q13.2	AMP	12	109	11.0%	No
CDK12		17q12	AMP	6	109	5.5%	Yes
FAM118A		22q13.31	HOMDEL	2	109	1.8%	No
RPL9		4p14	HOMDEL	1	109	0.9%	No
HSPB8		12q24.23	HOMDEL	2	109	1.8%	No
ZNF835		19q13.43	AMP	9	109	8.3%	No
OAZ1		19p13.3	AMP	11	109	10.1%	No
ATP1B1		1q24.2	AMP	8	109	7.3%	No
IRAG1-AS1		11p15.4	AMP	4	109	3.7%	No
MPPED2		11p14.1	HOMDEL	1	109	0.9%	No
KCNC2		12q21.1	AMP	2	109	1.8%	No
FAM86EP		4p16.3	AMP	4	109	3.7%	No
ARPC3		12q24.11	HOMDEL	1	109	0.9%	No
RSU1P2		10q11.21	AMP	1	109	0.9%	No
CNST		1q44	AMP	11	109	10.1%	No
TEX36-AS1		10q26.13	AMP	1	109	0.9%	No
GAA		17q25.3	AMP	9	109	8.3%	No
ESYT1		12q13.2	HOMDEL	2	109	1.8%	No
BAGE5		13cen, GRCh38 novel patch	HOMDEL	7	109	6.4%	No
DEFB1		8p23.1	HOMDEL	5	109	4.6%	No
SAMD14		17q21.33	AMP	8	109	7.3%	No
ANGPTL5		11q22.1	AMP	2	109	1.8%	No
NRP2		2q33.3	HOMDEL	2	109	1.8%	No
DSG1		18q12.1	HOMDEL	23	109	21.1%	No
LYSMD4		15q26.3	AMP	6	109	5.5%	No
RLN1		9p24.1	HOMDEL	7	109	6.4%	No
ZNF660		3p21.31	AMP	1	109	0.9%	No
LINC01235		9p23	HOMDEL	12	109	11.0%	No
SNORD116-7		15q11.2	AMP	1	109	0.9%	No
NQO2		6p25.2	HOMDEL	5	109	4.6%	No
KCNC1		11p15.1	AMP	5	109	4.6%	No
STK17B		2q32.3	HOMDEL	2	109	1.8%	No
GNPTG		16p13.3	HOMDEL	3	109	2.8%	No
MACROD2-AS1		20p12.1	AMP	3	109	2.8%	No
ACTR8		3p21.1	HOMDEL	6	109	5.5%	No
EGOT		3p26.1	HOMDEL	1	109	0.9%	No
RRM1		11p15.4	AMP	3	109	2.8%	No
PRB4		12p13.2	HOMDEL	1	109	0.9%	No
PABPC3		13q12.13	AMP	4	109	3.7%	No
LRRC3B		3p24.1	HOMDEL	7	109	6.4%	No
POTEA		8p11.1	HOMDEL	4	109	3.7%	No
ATP1B3		3q23	AMP	4	109	3.7%	No
SLC25A29		14q32.2	AMP	5	109	4.6%	No
MIMT1		19q13.43	AMP	10	109	9.2%	No
SAA2-SAA4		11p15.1	AMP	5	109	4.6%	No
SLC30A5		5q13.1-q13.2	AMP	1	109	0.9%	No
NLRP12		19q13.42	AMP	13	109	11.9%	No
PROM2		2q11.1	AMP	6	109	5.5%	No
IRAK4		12q12	HOMDEL	5	109	4.6%	No
ZNF569		19q13.12	AMP	6	109	5.5%	No
ZNF559-ZNF177		19p13.2	AMP	1	109	0.9%	No
KIZ		20p11.23	HOMDEL	2	109	1.8%	No
SNORD114-30		14q32.31	HOMDEL	7	109	6.4%	No
VPS35		16q11.2	HOMDEL	1	109	0.9%	No
DDX23		12q13.12	HOMDEL	1	109	0.9%	No
XKR6		8p23.1	HOMDEL	4	109	3.7%	No
ARL2-SNX15		11q13.1	AMP	9	109	8.3%	No
PTGES		9q34.11	HOMDEL	1	109	0.9%	No
AEBP2		12p12.3	AMP	4	109	3.7%	No
CLEC10A		17p13.1	HOMDEL	7	109	6.4%	No
TCAIM		3p21.31	AMP	1	109	0.9%	No
MYADM		19q13.42	AMP	14	109	12.8%	No
CYP46A1		14q32.2	HOMDEL	4	109	3.7%	No
CCDC71		3p21.31	AMP	6	109	5.5%	No
KRTAP4-9		17q21.2	AMP	7	109	6.4%	No
NBL1		1p36.13	HOMDEL	8	109	7.3%	No
LINC02232		4q13.1	HOMDEL	8	109	7.3%	No
ADORA2B		17p12	HOMDEL	4	109	3.7%	No
ATG12		5q22.3	HOMDEL	4	109	3.7%	No
ST6GALNAC6		9q34.11	HOMDEL	1	109	0.9%	No
LSM10		1p34.3	HOMDEL	3	109	2.8%	No
SNORD114-28		14q32.31	AMP	2	109	1.8%	No
RNF180		5q12.3	HOMDEL	5	109	4.6%	No
SPINK8		3p21.31	HOMDEL	2	109	1.8%	No
PRR20D		13q21.1	AMP	1	109	0.9%	No
MCRIP2		16p13.3	HOMDEL	4	109	3.7%	No
TMEM147-AS1		19q13.12	AMP	16	109	14.7%	No
ZNF845		19q13.42	AMP	6	109	5.5%	No
LRP4-AS1		11p11.2	AMP	6	109	5.5%	No
ATP2A1		16p11.2	AMP	5	109	4.6%	No
OR6V1		7q34	AMP	3	109	2.8%	No
MYMK		9q34.2	HOMDEL	6	109	5.5%	No
RASAL3		19p13.12	AMP	5	109	4.6%	No
ALDH1A3		15q26.3	AMP	7	109	6.4%	No
FXYD2		11q23.3	AMP	5	109	4.6%	No
DEGS2		14q32.2	AMP	6	109	5.5%	No
ARHGEF19		1p36.13	HOMDEL	9	109	8.3%	No
TMX2-CTNND1		11q12.1	AMP	2	109	1.8%	No
ATP2A2		12q24.11	AMP	1	109	0.9%	No
HNRNPKP3		11p12	AMP	2	109	1.8%	No
TTC23		15q26.3	AMP	6	109	5.5%	No
RAB11FIP2		10q26.11	AMP	2	109	1.8%	No
CIBAR1P2		4q35.1	HOMDEL	8	109	7.3%	No
AQP7P3		9q21.11	HOMDEL	4	109	3.7%	No
ALDH3B1		11q13.2	AMP	14	109	12.8%	No
TFG		3q12.2	HOMDEL	1	109	0.9%	Yes
TBXT		6q27	HOMDEL	3	109	2.8%	No
KRTAP6-1		21q22.11	HOMDEL	8	109	7.3%	No
RIN3		14q32.12	HOMDEL	2	109	1.8%	No
NUPR1		16p11.2	HOMDEL	1	109	0.9%	No
ELOA3P		18q21.1	HOMDEL	23	109	21.1%	No
LAMP5		20p12.2	AMP	1	109	0.9%	No
MMP12		11q22.2	HOMDEL	2	109	1.8%	No
OR4C11		11q11	HOMDEL	6	109	5.5%	No
DNAAF8		16p13.3	HOMDEL	2	109	1.8%	No
ATP2A3		17p13.2	AMP	2	109	1.8%	No
FBXL6		8q24.3	HOMDEL	5	109	4.6%	No
ALDH9A1		1q24.1	AMP	10	109	9.2%	No
GUSBP2		6p22.2	HOMDEL	5	109	4.6%	No
MRPL14		6p21.1	AMP	7	109	6.4%	No
SMIM22		16p13.3	AMP	8	109	7.3%	No
SNORD114-26		14q32.31	AMP	3	109	2.8%	No
DMAC2		19q13.2	HOMDEL	1	109	0.9%	No
NDUFC1		4q31.1	HOMDEL	5	109	4.6%	No
ALDH3B2		11q13.2	AMP	13	109	11.9%	No
COG7		16p12.2	HOMDEL	1	109	0.9%	No
SNORD46		1p34.1	AMP	5	109	4.6%	No
TMEM101		17q21.31	AMP	10	109	9.2%	No
VSIG8		1q23.2	AMP	16	109	14.7%	No
SMPD4BP		2q21.1	HOMDEL	2	109	1.8%	No
NAA80		3p21.31	AMP	6	109	5.5%	No
FBXO27		19q13.2	AMP	18	109	16.5%	No
