Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
LINC00671		17q21.31	AMP	3	184	1.6%	No
CTSV		9q22.33	HOMDEL	1	184	0.5%	No
PTPN6		12p13.31	AMP	5	184	2.7%	Yes
SNAR-A8		19q13.33	HOMDEL	1	184	0.5%	No
PRSS1		7q34	AMP	1	184	0.5%	Yes
DDO		6q21	HOMDEL	1	184	0.5%	No
TUBB4B		9q34.3	AMP	1	184	0.5%	No
CIMAP1A		11p15.5	AMP	1	184	0.5%	No
OR13C8		9q31.1	HOMDEL	1	184	0.5%	No
CDH13		16q23.3	HOMDEL	1	184	0.5%	No
SRRM1		1p36.11	AMP	1	184	0.5%	No
NSUN2		5p15.31	AMP	1	184	0.5%	No
EPHA1		7q34-q35	AMP	1	184	0.5%	No
DCAF6		1q24.2	AMP	6	184	3.3%	No
TSACC		1q22	AMP	7	184	3.8%	No
EFNA1		1q22	AMP	7	184	3.8%	No
VAMP1		12p13.31	AMP	5	184	2.7%	No
ARL4C		2q37.1	AMP	2	184	1.1%	No
PTPN7		1q32.1	AMP	3	184	1.6%	No
RPS6KA3		Xp22.12	HOMDEL	1	184	0.5%	No
SPANXN5		Xp11.22	HOMDEL	3	184	1.6%	No
DBH-AS1		9q34.2	HOMDEL	1	184	0.5%	No
HP		16q22.2	AMP	1	184	0.5%	No
PRSS2		7q34	AMP	1	184	0.5%	No
ARL9		4q12	AMP	2	184	1.1%	No
ZNF695		1q44	HOMDEL	2	184	1.1%	No
TMC6		17q25.3	AMP	1	184	0.5%	No
UBE2R2-AS1		9p13.3	HOMDEL	1	184	0.5%	No
MIR924HG		18q12.2-q12.3	HOMDEL	5	184	2.7%	No
ZFX		Xp22.11	HOMDEL	1	184	0.5%	No
CRK		17p13.3	HOMDEL	1	184	0.5%	No
EPHA3		3p11.1	AMP	1	184	0.5%	Yes
FANCA		16q24.3	AMP	2	184	1.1%	Yes
SPTBN1		2p16.2	AMP	1	184	0.5%	No
SPMAP1		17q12	AMP	6	184	3.3%	No
ABCC4		13q32.1	AMP	1	184	0.5%	No
ARL4A		7p21.3	AMP	1	184	0.5%	No
TIMP1		Xp11.3	AMP	1	184	0.5%	No
PRSS3		9p13.3	AMP	4	184	2.2%	No
LINC03124		2q21.2	AMP	1	184	0.5%	No
SPATA31A1		9p12	HOMDEL	2	184	1.1%	No
VAV2		9q34.2	HOMDEL	1	184	0.5%	Yes
SLC10A3		Xq28	AMP	4	184	2.2%	No
SLC7A5		16q24.2	AMP	2	184	1.1%	No
CEP63		3q22.2	AMP	1	184	0.5%	No
LINC01766		19q13.12	AMP	6	184	3.3%	No
SNORD115-38		15q11.2	HOMDEL	1	184	0.5%	No
ASPN		9q22.31	HOMDEL	1	184	0.5%	No
TMEM266		15q24.2	AMP	1	184	0.5%	No
VAMP3		1p36.23	AMP	3	184	1.6%	No
KLHL9		9p21.3	AMP	1	184	0.5%	No
ATG5		6q21	AMP	1	184	0.5%	Yes
SPTBN2		11q13.2	AMP	1	184	0.5%	No
PECR		2q35	AMP	3	184	1.6%	No
TIMP2		17q25.3	AMP	2	184	1.1%	No
SKOR2		18q21.1	AMP	1	184	0.5%	No
PPP1R10		6p21.33	AMP	3	184	1.6%	No
VEGFB		11q13.1	HOMDEL	1	184	0.5%	No
PALLD		4q32.3	HOMDEL	1	184	0.5%	No
FABP6		5q33.3	AMP	2	184	1.1%	No
STMN1		1p36.11	HOMDEL	2	184	1.1%	No
MAP10		1q42.2	AMP	3	184	1.6%	No
DHX58		17q21.2	AMP	3	184	1.6%	No
INVS		9q31.1	HOMDEL	1	184	0.5%	No
CHRFAM7A		15q13.2	HOMDEL	1	184	0.5%	No
SPRY2		13q31.1	AMP	1	184	0.5%	No
FAM218A		4q32.3	HOMDEL	1	184	0.5%	No
VAMP7		Xq28 and Yq12	AMP	4	184	2.2%	No
MCHR2		6q16.2	HOMDEL	1	184	0.5%	No
LIN37		19q13.12	AMP	6	184	3.3%	No
H3C15		1q21.2	AMP	8	184	4.3%	Yes
HCG9		6p22.1	AMP	3	184	1.6%	No
SYCP2		20q13.33	AMP	3	184	1.6%	No
MASP1		3q27.3	AMP	3	184	1.6%	No
LAS1L		Xq12	HOMDEL	1	184	0.5%	No
PPP2CA		5q31.1	AMP	2	184	1.1%	No
PAG1		8q21.13	AMP	7	184	3.8%	Yes
FGF22		19p13.3	AMP	1	184	0.5%	No
AUNIP		1p36.11	AMP	1	184	0.5%	No
HES2		1p36.31	AMP	3	184	1.6%	No
NIPBL-DT		5p13.2	AMP	1	184	0.5%	No
IFNA14		9p21.3	HOMDEL	24	184	13.0%	No
STAM2		2q23.3	AMP	1	184	0.5%	No
SQLE		8q24.13	AMP	20	184	10.9%	No
XCL2		1q24.2	AMP	6	184	3.3%	No
RNF217		6q22.31	HOMDEL	1	184	0.5%	No
RAB6C		2q21.1	AMP	1	184	0.5%	No
MRTO4		1p36.13	AMP	1	184	0.5%	No
SPOCK3		4q32.3	HOMDEL	1	184	0.5%	No
MRPS16		10q22.2	AMP	2	184	1.1%	No
RBAKDN		7p22.1	AMP	1	184	0.5%	No
HLA-DQB1		6p21.32	AMP	4	184	2.2%	No
MOSPD1		Xq26.3	AMP	2	184	1.1%	No
RSPH14		22q11.22-q11.23	HOMDEL	1	184	0.5%	No
SPNS1		16p11.2	AMP	1	184	0.5%	No
TMEM249		8q24.3	HOMDEL	1	184	0.5%	No
PSMA8		18q11.2	HOMDEL	1	184	0.5%	No
MMP8		11q22.2	AMP	1	184	0.5%	No
CWC25		17q12	AMP	6	184	3.3%	No
HCCS		Xp22.2	HOMDEL	1	184	0.5%	No
VCPIP1		8q13.1	AMP	7	184	3.8%	No
SP8		7p21.1	AMP	2	184	1.1%	No
LAMC3		9q34.12	HOMDEL	1	184	0.5%	No
IFTAP		11p12	AMP	2	184	1.1%	No
LOH12CR2		12p13.2	AMP	5	184	2.7%	No
ERRFI1		1p36.23	HOMDEL	2	184	1.1%	Yes
BTNL9		5q35.3	AMP	2	184	1.1%	No
RNASET2		6q27	HOMDEL	1	184	0.5%	No
HLA-DQA2		6p21.32	AMP	4	184	2.2%	No
MTFR1L		1p36.11	AMP	1	184	0.5%	No
CAVIN4		9q31.1	HOMDEL	1	184	0.5%	No
FOXP4		6p21.1	AMP	3	184	1.6%	No
DPY19L2		12q14.2	AMP	2	184	1.1%	No
IL22RA2		6q23.3	AMP	2	184	1.1%	No
FAM47B		Xp21.1	HOMDEL	1	184	0.5%	No
PRR5-ARHGAP8		22q13.31	AMP	1	184	0.5%	No
RNF216P1		7p22.1	AMP	1	184	0.5%	No
PRDM16		1p36.32	HOMDEL	1	184	0.5%	Yes
ANKHD1		5q31.3	AMP	2	184	1.1%	No
DDX42		17q23.3	AMP	3	184	1.6%	No
ANKRD34A		1q21.1	AMP	8	184	4.3%	No
ZNF436		1p36.12	HOMDEL	2	184	1.1%	No
UFSP1		7q22.1	AMP	6	184	3.3%	No
RXFP3		5p13.2	AMP	1	184	0.5%	No
TSSK6		19p13.11	AMP	1	184	0.5%	No
PWRN2		15q11.2	HOMDEL	1	184	0.5%	No
ESYT3		3q22.3	AMP	1	184	0.5%	No
CROCCP3		1p36.13	AMP	1	184	0.5%	No
MRPS18C		4q21.23	AMP	1	184	0.5%	No
LRP2BP		4q35.1	HOMDEL	1	184	0.5%	No
PPEF1		Xp22.13	HOMDEL	1	184	0.5%	No
MRS2		6p22.3	AMP	2	184	1.1%	No
ADAMTS17		15q26.3	AMP	4	184	2.2%	No
LINC01465		12q14.1	AMP	2	184	1.1%	No
HLA-DQA1		6p21.32	AMP	4	184	2.2%	No
HYAL3		3p21.31	HOMDEL	1	184	0.5%	No
SDE2		1q42.12	HOMDEL	1	184	0.5%	No
HEXIM2		17q21.31	AMP	3	184	1.6%	No
DRG2		17p11.2	AMP	2	184	1.1%	No
RPL23P8		7p15.3	AMP	2	184	1.1%	No
ALG10		12p11.1	AMP	7	184	3.8%	No
MAP3K19		2q21.3	AMP	1	184	0.5%	No
TMED4		7p13	AMP	1	184	0.5%	No
IPMK		10q21.1	AMP	1	184	0.5%	No
B4GALNT4		11p15.5	AMP	1	184	0.5%	No
MMP3		11q22.2	AMP	1	184	0.5%	No
DNAL4		22q13.1	AMP	1	184	0.5%	No
ADAMTS16		5p15.32	AMP	1	184	0.5%	No
GLRX2		1q31.2	AMP	4	184	2.2%	No
JPT1		17q25.1	AMP	2	184	1.1%	No
AQP4-AS1		18q11.2	AMP	6	184	3.3%	No
HPN		19q13.11	AMP	7	184	3.8%	No
GPR63		6q16.1	HOMDEL	1	184	0.5%	No
HLA-DPB2		6p21.32	AMP	2	184	1.1%	No
ZNF526		19q13.2	AMP	2	184	1.1%	No
FAM209A		20q13.31	AMP	3	184	1.6%	No
KRTAP4-1		17q21.2	AMP	3	184	1.6%	No
ESRRG		1q41	HOMDEL	1	184	0.5%	No
DLG4		17p13.1	HOMDEL	1	184	0.5%	No
CEP295NL		17q25.3	AMP	2	184	1.1%	No
ATOSB		9p13.3	AMP	10	184	5.4%	No
HACD2		3q21.1	AMP	1	184	0.5%	No
DCTD		4q35.1	HOMDEL	1	184	0.5%	No
MMP2		16q12.2	AMP	1	184	0.5%	No
NCOA1		2p23.3	HOMDEL	1	184	0.5%	Yes
SLC45A4		8q24.3	HOMDEL	1	184	0.5%	No
COL6A6		3q22.1	AMP	2	184	1.1%	No
CDKN2A-AS1		9p21.3	HOMDEL	52	184	28.3%	No
LINC01592		8q13.2	AMP	8	184	4.3%	No
ZNF630-AS1		Xp11.23	HOMDEL	1	184	0.5%	No
MARCHF11		5p15.1	AMP	1	184	0.5%	No
PTPN1		20q13.13	AMP	2	184	1.1%	Yes
HLA-DPB1		6p21.32	AMP	3	184	1.6%	No
C1ORF198		1q42.2	HOMDEL	2	184	1.1%	No
KIFC2		8q24.3	HOMDEL	1	184	0.5%	No
EPHB3		3q27.1	AMP	4	184	2.2%	No
TRIM46		1q22	AMP	7	184	3.8%	No
TMEM200B		1p35.3	HOMDEL	2	184	1.1%	No
BLTP3A		6p21.31	AMP	2	184	1.1%	No
ANKRD30BL		2q21.2	AMP	1	184	0.5%	No
ZNF580		19q13.42	AMP	4	184	2.2%	No
WDR81		17p13.3	HOMDEL	1	184	0.5%	No
FIS1		7q22.1	AMP	5	184	2.7%	No
MMP1		11q22.2	AMP	1	184	0.5%	No
NSRP1		17q11.2	AMP	1	184	0.5%	No
LINC00305		18q22.1	HOMDEL	6	184	3.3%	No
CCDC103		17q21.31	AMP	4	184	2.2%	No
NCALD		8q22.3	AMP	9	184	4.9%	No
PTPN2		18p11.21	AMP	3	184	1.6%	Yes
CCDC170		6q25.1	AMP	1	184	0.5%	No
PADI6		1p36.13	AMP	1	184	0.5%	No
SPMIP10		5q23.2	AMP	1	184	0.5%	No
PAXIP1-AS2		7q36.2	AMP	2	184	1.1%	No
BOLA1		1q21.2	AMP	8	184	4.3%	No
EPHB1		3q22.2	AMP	1	184	0.5%	Yes
MME		3q25.2	AMP	3	184	1.6%	No
DRD4		11p15.5	AMP	1	184	0.5%	No
EFNB2		13q33.3	AMP	1	184	0.5%	No
RGN		Xp11.3	HOMDEL	1	184	0.5%	No
CCDC8		19q13.32	AMP	1	184	0.5%	No
CAPN6		Xq23	HOMDEL	1	184	0.5%	No
KRTAP9-4		17q21.2	AMP	3	184	1.6%	No
HLA-DPA1		6p21.32	AMP	3	184	1.6%	No
SYCE1L		16q23.1	HOMDEL	1	184	0.5%	No
FNDC8		17q12	AMP	4	184	2.2%	No
TBC1D8B		Xq22.3	AMP	1	184	0.5%	No
CYP4F30P		2q21.1	AMP	1	184	0.5%	No
CHRM3-AS2		1q43	AMP	4	184	2.2%	No
GPC6-AS1		13q31.3	AMP	2	184	1.1%	No
FKBP9		7p14.3	AMP	1	184	0.5%	No
RND1		12q13.12	HOMDEL	1	184	0.5%	No
RUSC1-AS1		1q22	AMP	7	184	3.8%	No
TTC34		1p36.32	HOMDEL	1	184	0.5%	No
ZRANB3		2q21.3	AMP	1	184	0.5%	No
GOLT1B		12p12.1	AMP	5	184	2.7%	No
PXYLP1		3q23	AMP	1	184	0.5%	No
XKR6		8p23.1	AMP	4	184	2.2%	No
TRAF3IP2-AS1		6q21	HOMDEL	2	184	1.1%	No
EPHB2		1p36.12	AMP	2	184	1.1%	No
LINC03093		8p21.3	HOMDEL	2	184	1.1%	No
GNRHR2		1q21.1	AMP	8	184	4.3%	No
SPMIP11		12q13.12	HOMDEL	1	184	0.5%	No
ROPN1L		5p15.2	AMP	2	184	1.1%	No
LINC02877		3q25.2	AMP	3	184	1.6%	No
NUDT16		3q22.1	AMP	1	184	0.5%	No
HLA-DOB		6p21.32	AMP	4	184	2.2%	No
FBLIM1		1p36.21	AMP	1	184	0.5%	No
AOPEP		9q22.32	HOMDEL	3	184	1.6%	No
SELENOKP3		6q22.31	HOMDEL	1	184	0.5%	No
FLACC1		2q33.1	AMP	3	184	1.6%	No
LINC01776		1p21.3	AMP	1	184	0.5%	No
ESPN		1p36.31	AMP	3	184	1.6%	No
TTI2		8p12	HOMDEL	1	184	0.5%	No
CCNY		10p11.21	AMP	1	184	0.5%	No
ULBP2		6q25.1	HOMDEL	1	184	0.5%	No
TMEM128		4p16.3	AMP	2	184	1.1%	No
MAGEB10		Xp21.3	HOMDEL	2	184	1.1%	No
ZNF587		19q13.43	AMP	3	184	1.6%	No
SMAD5-AS1		5q31.1	HOMDEL	1	184	0.5%	No
ARHGEF10L		1p36.13	HOMDEL	4	184	2.2%	No
TSNARE1		8q24.3	HOMDEL	1	184	0.5%	No
ACVRL1		12q13.13	HOMDEL	1	184	0.5%	No
NELL2		12q12	HOMDEL	1	184	0.5%	No
LDB1		10q24.32	HOMDEL	1	184	0.5%	No
ERGIC2		12p11.22	AMP	4	184	2.2%	No
NRIP2		12p13.33	AMP	6	184	3.3%	No
ARL6IP6		2q23.3	AMP	1	184	0.5%	No
LINC02860		7p15.2	AMP	1	184	0.5%	No
TCEAL1		Xq22.2	AMP	1	184	0.5%	No
TMEM253		14q11.2	AMP	1	184	0.5%	No
ZMYM5		13q12.11	AMP	1	184	0.5%	No
KRTAP9-7		17q21.2	AMP	3	184	1.6%	No
SH2B1		16p11.2	AMP	1	184	0.5%	No
SIRPG		20p13	HOMDEL	1	184	0.5%	No
HSF5		17q22	AMP	1	184	0.5%	No
GPC6-AS2		13q31.3	AMP	1	184	0.5%	No
HAND2		4q34.1	HOMDEL	1	184	0.5%	No
LGI1		10q23.33	HOMDEL	1	184	0.5%	No
MBD3L2		19p13.2	AMP	1	184	0.5%	No
CD28		2q33.2	AMP	3	184	1.6%	Yes
LRRFIP1		2q37.3	AMP	2	184	1.1%	No
USP45		6q16.2	AMP	1	184	0.5%	No
NPY1R		4q32.2	HOMDEL	1	184	0.5%	No
VENTXP7		3p24.3	AMP	1	184	0.5%	No
FAM163A		1q25.2	AMP	5	184	2.7%	No
ZDHHC12		9q34.11	HOMDEL	1	184	0.5%	No
CADM2		3p12.1	AMP	3	184	1.6%	No
INSYN2B		5q35.1	AMP	2	184	1.1%	No
RCSD1		1q24.2	AMP	6	184	3.3%	No
LOC100134391		17q25.1	AMP	4	184	2.2%	No
FAM86B3P		8p23.1	AMP	4	184	2.2%	No
ZBTB6		9q33.2	HOMDEL	1	184	0.5%	No
CD80		3q13.33	AMP	2	184	1.1%	No
DIS3L2		2q37.1	AMP	3	184	1.6%	No
GJD4		10p11.21	AMP	1	184	0.5%	No
ECD		10q22.2	AMP	2	184	1.1%	No
SMIM9		Xq28	AMP	4	184	2.2%	No
ZNF417		19q13.43	AMP	3	184	1.6%	No
GMIP		19p13.11	AMP	1	184	0.5%	No
NBPF25P		1q21.1	AMP	8	184	4.3%	No
CD86		3q13.33	AMP	2	184	1.1%	No
C15ORF40		15q25.2	AMP	3	184	1.6%	No
NUDT10		Xp11.22	HOMDEL	2	184	1.1%	No
POLN		4p16.3	AMP	4	184	2.2%	No
ALKBH5		17p11.2	AMP	3	184	1.6%	No
HR		8p21.3	HOMDEL	2	184	1.1%	No
TARDBPP3		2q37.3	AMP	2	184	1.1%	No
RBMS3-AS3		3p24.1	AMP	1	184	0.5%	No
SDR16C6P		8q12.1	AMP	5	184	2.7%	No
POLDIP2		17q11.2	AMP	1	184	0.5%	No
SNORD54		8q12.1	HOMDEL	1	184	0.5%	No
SNORD115-6		15q11.2	HOMDEL	1	184	0.5%	No
TOR1A		9q34.11	HOMDEL	1	184	0.5%	No
OR4D2		17q22	AMP	1	184	0.5%	No
APTR		7q11.23	AMP	2	184	1.1%	No
NCAPD3		11q25	AMP	1	184	0.5%	No
PCDH12		5q31.3	AMP	2	184	1.1%	No
ZNF418		19q13.43	AMP	3	184	1.6%	No
SEPTIN14		7p11.2	AMP	1	184	0.5%	No
TNFRSF8		1p36.22	AMP	2	184	1.1%	No
CENPS-CORT		1p36.22	HOMDEL	2	184	1.1%	No
CALML3		10p15.1	AMP	2	184	1.1%	No
ZSCAN30		18q12.2	HOMDEL	4	184	2.2%	No
ADAMTS18		16q23.1	AMP	1	184	0.5%	No
CCT6P1		7q11.21	AMP	3	184	1.6%	No
EGFL6		Xp22.2	AMP	1	184	0.5%	No
LRRFIP2		3p22.2	AMP	1	184	0.5%	No
RAB11FIP3		16p13.3	HOMDEL	1	184	0.5%	No
TLCD1		17q11.2	AMP	1	184	0.5%	No
CPEB4		5q35.2	HOMDEL	1	184	0.5%	No
MAGED2		Xp11.21	HOMDEL	1	184	0.5%	No
ZNF382		19q13.12	AMP	7	184	3.8%	No
DLG3		Xq13.1	HOMDEL	1	184	0.5%	No
PMS2P9		7q11.23	AMP	2	184	1.1%	No
B4GALT6		18q12.1	HOMDEL	4	184	2.2%	No
ABTB2		11p13	AMP	2	184	1.1%	No
CD320		19p13.2	AMP	1	184	0.5%	No
VPS28		8q24.3	AMP	16	184	8.7%	No
MYOM3		1p36.11	AMP	1	184	0.5%	No
TMEM181		6q25.3	HOMDEL	1	184	0.5%	No
IP6K2		3p21.31	HOMDEL	1	184	0.5%	No
C19ORF18		19q13.43	AMP	3	184	1.6%	No
FAM89A		1q42.2	AMP	3	184	1.6%	No
FNDC10		1p36.33	HOMDEL	1	184	0.5%	No
BPIFA1		20q11.21	AMP	1	184	0.5%	No
DCTN4		5q33.1	AMP	2	184	1.1%	No
ZNF667-AS1		19q13.43	AMP	3	184	1.6%	No
KIAA0930		22q13.31	AMP	1	184	0.5%	No
TLE1-DT		9q21.32	HOMDEL	1	184	0.5%	No
OR10T2		1q23.1	AMP	7	184	3.8%	No
RTL8A		Xq26.3	AMP	2	184	1.1%	No
HLA-DMB		6p21.32	AMP	3	184	1.6%	No
TNFSF13		17p13.1	HOMDEL	1	184	0.5%	Yes
WASF2		1p36.11	HOMDEL	2	184	1.1%	No
LYPD8		1q44	HOMDEL	1	184	0.5%	No
FAM47E		4q21.1	AMP	1	184	0.5%	No
TVP23B		17p11.2	AMP	2	184	1.1%	No
DBR1		3q22.3	AMP	1	184	0.5%	No
SMIM13		6p24.2	AMP	2	184	1.1%	No
ZNF391		6p22.1	AMP	1	184	0.5%	No
ANKRD27		19q13.11	AMP	7	184	3.8%	No
CD33		19q13.41	AMP	2	184	1.1%	No
DHH		12q13.12	HOMDEL	1	184	0.5%	No
SLC15A3		11q12.2	AMP	1	184	0.5%	No
CRISPLD2		16q24.1	AMP	2	184	1.1%	No
SNORD115-18		15q11.2	HOMDEL	1	184	0.5%	No
HLA-DMA		6p21.32	AMP	3	184	1.6%	No
MYRF-AS1		11q12.2	AMP	1	184	0.5%	No
CXORF66		Xq27.1	AMP	3	184	1.6%	No
TCEAL3		Xq22.2	AMP	1	184	0.5%	No
FAM86B2		8p23.1	HOMDEL	2	184	1.1%	No
SPANXN2		Xq27.3	AMP	4	184	2.2%	No
FAM223A		Xq28	AMP	4	184	2.2%	No
MSH5		6p21.33	AMP	4	184	2.2%	No
SYCP2L		6p24.2	AMP	2	184	1.1%	No
PLRG1		4q31.3	HOMDEL	1	184	0.5%	No
OR52R1		11p15.4	HOMDEL	1	184	0.5%	No
B4GALT6		18q12.1	AMP	8	184	4.3%	No
FNBP1		9q34.11	HOMDEL	1	184	0.5%	Yes
SMAD5-AS1		5q31.1	AMP	2	184	1.1%	No
SLC9A8		20q13.13	AMP	1	184	0.5%	No
THRA		17q21.1	AMP	6	184	3.3%	No
PPP1R12A		12q21.2-q21.31	HOMDEL	1	184	0.5%	No
GNAO1-AS1		16q13	AMP	1	184	0.5%	No
LINC00343		13q33.2	AMP	1	184	0.5%	No
LINC01204		Xp11.3	HOMDEL	2	184	1.1%	No
VEGFC		4q34.3	HOMDEL	1	184	0.5%	No
SLC9A3-OT1		5p15.33	AMP	1	184	0.5%	No
KAZALD1		10q24.31	HOMDEL	1	184	0.5%	No
MFSD3		8q24.3	HOMDEL	1	184	0.5%	No
CHMP2B		3p11.2	AMP	1	184	0.5%	No
SIGLEC6		19q13.41	AMP	2	184	1.1%	No
PPP1R2		3q29	AMP	3	184	1.6%	No
SFT2D1		6q27	HOMDEL	1	184	0.5%	No
LINC01239		9p21.3	HOMDEL	31	184	16.8%	No
PSCA		8q24.3	AMP	16	184	8.7%	No
MRPL47		3q26.33	AMP	4	184	2.2%	No
UBL4A		Xq28	AMP	4	184	2.2%	No
ANKDD1B		5q13.3	AMP	1	184	0.5%	No
NMNAT1		1p36.22	HOMDEL	2	184	1.1%	No
PUS7L		12q12	HOMDEL	1	184	0.5%	No
SPRR2C		1q21.3	AMP	7	184	3.8%	No
SLC27A2		15q21.2	HOMDEL	1	184	0.5%	No
GTF3C3		2q33.1	AMP	3	184	1.6%	No
PICK1		22q13.1	AMP	1	184	0.5%	No
SATB2		2q33.1	AMP	3	184	1.6%	No
SNORD116-18		15q11.2	HOMDEL	1	184	0.5%	No
CD4		12p13.31	HOMDEL	2	184	1.1%	No
LRRC19		9p21.2	HOMDEL	8	184	4.3%	No
RETREG1-AS1		5p15.1	AMP	1	184	0.5%	No
THRB		3p24.2	AMP	1	184	0.5%	No
DCAF10		9p13.2	AMP	1	184	0.5%	No
CD34		1q32.2	AMP	3	184	1.6%	No
DHRS7B		17p11.2	AMP	1	184	0.5%	No
FABP5		8q21.13	AMP	7	184	3.8%	No
CYB5D1		17p13.1	HOMDEL	1	184	0.5%	No
PLA2G6		22q13.1	AMP	1	184	0.5%	No
APOO		Xp22.11	AMP	1	184	0.5%	No
SPRR2D		1q21.3	AMP	7	184	3.8%	No
IQGAP3		1q22	AMP	7	184	3.8%	No
DNAJC13		3q22.1	AMP	1	184	0.5%	No
ZNF783		7q36.1	AMP	1	184	0.5%	No
HACD1		10p12.33	AMP	1	184	0.5%	No
SELENOS		15q26.3	AMP	4	184	2.2%	No
FRG2DP		16p11.1	AMP	1	184	0.5%	No
FAM138A		1p36.33	AMP	3	184	1.6%	No
MOSPD3		7q22.1	AMP	6	184	3.3%	No
MOB4		2q33.1	AMP	3	184	1.6%	No
FAM227A		22q13.1	AMP	1	184	0.5%	No
SNORD115-39		15q11.2	HOMDEL	1	184	0.5%	No
TIPARP		3q25.31	AMP	3	184	1.6%	Yes
RETREG2		2q35	AMP	2	184	1.1%	No
CAMK2A		5q32	AMP	2	184	1.1%	No
ARL17B		17q21.31	AMP	4	184	2.2%	No
CD36		7q21.11	AMP	2	184	1.1%	Yes
PPP1R3A		7q31.1	AMP	1	184	0.5%	No
PRRG2		19q13.33	AMP	2	184	1.1%	No
LY6G6E		6p21.33	AMP	4	184	2.2%	No
LPL		8p21.3	HOMDEL	2	184	1.1%	No
TMEM51-AS1		1p36.21	HOMDEL	2	184	1.1%	No
SPRR2E		1q21.3	AMP	7	184	3.8%	No
GIGYF1		7q22.1	AMP	6	184	3.3%	No
CD163		12p13.31	AMP	5	184	2.7%	No
ARHGAP9		12q13.3	AMP	3	184	1.6%	No
CFAP61		20p11.23	AMP	3	184	1.6%	No
LYNX1		8q24.3	HOMDEL	1	184	0.5%	No
YIPF3		6p21.1	AMP	4	184	2.2%	No
NECAP1		12p13.31	AMP	3	184	1.6%	No
SCNM1		1q21.3	AMP	5	184	2.7%	No
CAMK2B		7p13	AMP	1	184	0.5%	No
DDX19A-DT		16q22.1	AMP	1	184	0.5%	No
LINC02478		2q24.2	AMP	2	184	1.1%	No
OR5AU1		14q11.2	AMP	1	184	0.5%	No
SHISA8		22q13.2	AMP	3	184	1.6%	No
SPRR2F		1q21.3	AMP	7	184	3.8%	No
TTC39B		9p22.3	AMP	1	184	0.5%	No
RRP36		6p21.1	AMP	3	184	1.6%	No
OR6P1		1q23.1	AMP	7	184	3.8%	No
DERL1		8q24.13	AMP	18	184	9.8%	No
NICN1		3p21.31	HOMDEL	1	184	0.5%	No
CNPPD1		2q35	AMP	2	184	1.1%	No
SNAI3		16q24.2	AMP	2	184	1.1%	No
C8ORF89		8q21.11	AMP	8	184	4.3%	No
PARM1		4q13.3	AMP	1	184	0.5%	No
CD248		11q13.2	AMP	2	184	1.1%	No
OR11H4		14q11.2	AMP	1	184	0.5%	No
XKRX		Xq22.1	AMP	1	184	0.5%	No
GLB1L2		11q25	AMP	1	184	0.5%	No
SPRR2G		1q21.3	AMP	7	184	3.8%	No
SUV39H1		Xp11.23	AMP	1	184	0.5%	No
NAGPA-AS1		16p13.3	HOMDEL	1	184	0.5%	No
CDK9		9q34.11	HOMDEL	1	184	0.5%	No
BPNT1		1q41	AMP	3	184	1.6%	No
UBE2QL1		5p15.31	AMP	1	184	0.5%	No
KANSL1L		2q34	AMP	3	184	1.6%	No
TUT4		1p32.3	AMP	1	184	0.5%	No
OTC		Xp11.4	HOMDEL	1	184	0.5%	No
OR10X1		1q23.1	AMP	7	184	3.8%	No
CAMK2G		10q22.2	AMP	2	184	1.1%	No
KCNV1		8q23.2	AMP	12	184	6.5%	No
DBNDD1		16q24.3	AMP	2	184	1.1%	No
PPP1R3D		20q13.33	AMP	3	184	1.6%	No
PPP1R15B		1q32.1	AMP	3	184	1.6%	No
LINC01412		2q22.3	AMP	1	184	0.5%	No
B4GALT5		20q13.13	AMP	1	184	0.5%	No
PLXDC1		17q12	AMP	7	184	3.8%	No
OLIG3		6q23.3	AMP	3	184	1.6%	No
CD177		19q13.31	AMP	4	184	2.2%	No
FILIP1		6q14.1	AMP	1	184	0.5%	No
RNASE9		14q11.2	AMP	1	184	0.5%	No
SPRR3		1q21.3	AMP	7	184	3.8%	No
TMEM187		Xq28	AMP	4	184	2.2%	No
CAHM		6q26	HOMDEL	1	184	0.5%	No
TUBB3		16q24.3	AMP	2	184	1.1%	No
MCPH1-DT		8p23.1	AMP	2	184	1.1%	No
CXORF38		Xp11.4	HOMDEL	1	184	0.5%	No
USP17L10		4p16.1	AMP	1	184	0.5%	No
KLKB1		4q35.2	HOMDEL	2	184	1.1%	No
WDR27		6q27	HOMDEL	1	184	0.5%	No
OR10Z1		1q23.1	AMP	7	184	3.8%	No
STK10		5q35.1	HOMDEL	1	184	0.5%	No
TMEM241		18q11.2	AMP	26	184	14.1%	No
CAMLG		5q31.1	AMP	2	184	1.1%	No
ANAPC13		3q22.2	AMP	1	184	0.5%	No
LINC01500		14q23.1	AMP	1	184	0.5%	No
CNOT8		5q33.2	AMP	2	184	1.1%	No
CD226		18q22.2	HOMDEL	5	184	2.7%	No
RHBG		1q22	AMP	7	184	3.8%	No
YEATS2		3q27.1	HOMDEL	1	184	0.5%	No
HSD3BP4		1p12	AMP	7	184	3.8%	No
CWF19L1		10q24.31	HOMDEL	1	184	0.5%	No
SPTA1		1q23.1	AMP	7	184	3.8%	No
MRTFA-AS1		22q13.1	AMP	3	184	1.6%	No
TP73		1p36.32	HOMDEL	1	184	0.5%	No
