Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
PIK3R5		1	1	109	0.9%	No
ART1		2	2	109	1.8%	No
ZNF709		3	2	109	1.8%	No
ZNF708		1	1	109	0.9%	No
DSN1		1	1	109	0.9%	No
ARSL		1	1	109	0.9%	No
TESPA1		1	1	109	0.9%	No
SI		2	2	109	1.8%	No
DHX35		1	1	109	0.9%	No
PENK		1	1	109	0.9%	No
DHX37		2	2	109	1.8%	No
RAB11FIP2		2	2	109	1.8%	No
RAB11FIP3		1	1	109	0.9%	No
N4BP2		1	1	109	0.9%	No
RBM10		4	4	109	3.7%	Yes
RAB11FIP4		1	1	109	0.9%	No
CLHC1		1	1	109	0.9%	No
RBM11		2	1	109	0.9%	No
WWTR1		1	1	109	0.9%	Yes
INTS1		1	1	109	0.9%	No
INTS2		1	1	109	0.9%	No
MICAL3		1	1	109	0.9%	No
MICAL2		1	1	109	0.9%	No
TG		1	1	109	0.9%	No
COL9A1		1	1	109	0.9%	No
TASOR2		2	2	109	1.8%	No
INTS5		2	1	109	0.9%	No
INTS7		1	1	109	0.9%	No
CRIPAK		5	4	109	3.7%	No
COL9A2		1	1	109	0.9%	No
DHX29		1	1	109	0.9%	No
INTS8		1	1	109	0.9%	No
RCOR2		1	1	109	0.9%	No
RCOR1		1	1	109	0.9%	No
TMEM151A		1	1	109	0.9%	No
TAS2R60		1	1	109	0.9%	No
PCSK1		2	2	109	1.8%	No
CETN1		2	2	109	1.8%	No
MOGAT1		1	1	109	0.9%	No
CETN3		1	1	109	0.9%	No
SLC7A14		2	2	109	1.8%	No
AATK		1	1	109	0.9%	No
SLC7A13		1	1	109	0.9%	No
PCSK9		1	1	109	0.9%	No
TNFRSF13C		1	1	109	0.9%	No
CHRDL1		1	1	109	0.9%	No
ARV1		1	1	109	0.9%	No
ACADL		1	1	109	0.9%	No
REV3L		1	1	109	0.9%	Yes
FAM170B		2	1	109	0.9%	No
NCOA1		2	2	109	1.8%	Yes
CCDC112		1	1	109	0.9%	No
SBSPON		1	1	109	0.9%	No
NCOA2		1	1	109	0.9%	Yes
MME		1	1	109	0.9%	No
CCDC116		1	1	109	0.9%	No
NCOA6		1	1	109	0.9%	No
NCOA3		1	1	109	0.9%	Yes
MINK1		1	1	109	0.9%	No
COMMD2		1	1	109	0.9%	No
COMMD3		1	1	109	0.9%	No
MRPS6		1	1	109	0.9%	No
MN1		1	1	109	0.9%	Yes
BANK1		1	1	109	0.9%	No
CCNI2		1	1	109	0.9%	No
NCOA7		1	1	109	0.9%	No
SFI1		2	2	109	1.8%	No
OR3A2		1	1	109	0.9%	No
OR3A1		2	2	109	1.8%	No
SPINDOC		1	1	109	0.9%	No
SATB1		1	1	109	0.9%	No
SATB2		1	1	109	0.9%	No
HEATR1		1	1	109	0.9%	No
DYNLT2B		1	1	109	0.9%	No
GREB1L		1	1	109	0.9%	No
FAAP24		1	1	109	0.9%	No
DEFB123		1	1	109	0.9%	No
FAAP20		1	1	109	0.9%	No
CPN2		1	1	109	0.9%	No
CPN1		1	1	109	0.9%	No
PGRMC2		1	1	109	0.9%	No
CYP2A13		3	3	109	2.8%	No
HEATR3		1	1	109	0.9%	No
SCAND3		1	1	109	0.9%	No
BCAP31		1	1	109	0.9%	No
FOXB1		2	1	109	0.9%	No
GCGR		1	1	109	0.9%	No
HUWE1		1	1	109	0.9%	No
NPM3		1	1	109	0.9%	No
KLK10		1	1	109	0.9%	No
DSPP		3	3	109	2.8%	No
ALDH4A1		2	2	109	1.8%	No
PER2		2	2	109	1.8%	No
XK		1	1	109	0.9%	No
PER3		1	1	109	0.9%	No
EPPK1		3	3	109	2.8%	No
FOXA3		1	1	109	0.9%	No
RLIG1		1	1	109	0.9%	No
KLHL36		2	2	109	1.8%	No
WBP1L		1	1	109	0.9%	No
PHRF1		2	2	109	1.8%	No
CFAP300		1	1	109	0.9%	No
MPO		1	1	109	0.9%	No
ACRBP		2	2	109	1.8%	No
KLHL30		1	1	109	0.9%	No
RTL3		1	1	109	0.9%	No
CCND3		1	1	109	0.9%	Yes
CCND2		1	1	109	0.9%	Yes
NPPA		1	1	109	0.9%	No
CAPN2		1	1	109	0.9%	No
CAPN3		1	1	109	0.9%	No
SATL1		1	1	109	0.9%	No
PAMR1		1	1	109	0.9%	No
SH3GL1		1	1	109	0.9%	Yes
PDGFRB		1	1	109	0.9%	Yes
PCDHB17P		1	1	109	0.9%	No
HFM1		2	2	109	1.8%	No
CCDC158		1	1	109	0.9%	No
CYBB		1	1	109	0.9%	No
WBP11		1	1	109	0.9%	No
KLHL40		2	2	109	1.8%	No
KLHL41		1	1	109	0.9%	No
PROCR		1	1	109	0.9%	No
DPEP1		1	1	109	0.9%	No
VCL		3	3	109	2.8%	No
CCDC150		1	1	109	0.9%	No
RTN3		1	1	109	0.9%	No
RTN1		2	2	109	1.8%	No
ARHGEF26		1	1	109	0.9%	No
KLHL14		1	1	109	0.9%	No
CCDC149		1	1	109	0.9%	No
KLHL15		1	1	109	0.9%	No
ARHGEF25		1	1	109	0.9%	No
ARHGEF28		3	3	109	2.8%	Yes
CHAT		1	1	109	0.9%	No
NPR3		1	1	109	0.9%	No
CCDC146		1	1	109	0.9%	No
VCX		4	4	109	3.7%	No
KIR2DL1		1	1	109	0.9%	No
MRO		1	1	109	0.9%	No
KLHL13		1	1	109	0.9%	No
KIR2DL3		2	2	109	1.8%	No
RTN4		1	1	109	0.9%	No
CCNB3		1	1	109	0.9%	Yes
HCAR3		1	1	109	0.9%	No
BRINP1		2	2	109	1.8%	No
KASH5		1	1	109	0.9%	No
VARS2		2	2	109	1.8%	No
CCDC141		1	1	109	0.9%	No
BRINP3		2	2	109	1.8%	No
GCN1		4	4	109	3.7%	No
ZFHX3		1	1	109	0.9%	Yes
GCKR		1	1	109	0.9%	No
CCDC138		1	1	109	0.9%	No
CCDC136		1	1	109	0.9%	No
ECD		1	1	109	0.9%	No
SLC52A3		3	1	109	0.9%	No
CRIM1		1	1	109	0.9%	No
MSN		1	1	109	0.9%	Yes
SLC52A1		1	1	109	0.9%	No
EVX2		1	1	109	0.9%	No
ZFHX4		2	2	109	1.8%	No
BMP5		1	1	109	0.9%	No
RCL1		1	1	109	0.9%	No
AJM1		1	1	109	0.9%	No
CPS1		1	1	109	0.9%	Yes
C16ORF46		1	1	109	0.9%	No
RTP4		1	1	109	0.9%	No
RTP5		1	1	109	0.9%	No
RBM25		2	2	109	1.8%	No
RTP2		1	1	109	0.9%	No
RBM26		1	1	109	0.9%	No
LAMC3		4	4	109	3.7%	No
CHD9		2	2	109	1.8%	No
CHD7		1	1	109	0.9%	No
ATP2A2		1	1	109	0.9%	No
CHD4		2	2	109	1.8%	Yes
LAMC2		1	1	109	0.9%	No
LAMC1		1	1	109	0.9%	No
CHD2		2	2	109	1.8%	Yes
CHD1		1	1	109	0.9%	No
ARMH4		1	1	109	0.9%	No
ABHD16A		1	1	109	0.9%	No
UQCRFS1		3	3	109	2.8%	No
CFAP43		1	1	109	0.9%	No
SULT4A1		1	1	109	0.9%	No
YWHAG		1	1	109	0.9%	No
KRTAP10-1		1	1	109	0.9%	No
CFAP44		1	1	109	0.9%	No
ARMH1		1	1	109	0.9%	No
ARHGEF11		2	1	109	0.9%	No
ARHGEF10		1	1	109	0.9%	No
RBM17		1	1	109	0.9%	No
RBM15		1	1	109	0.9%	Yes
ARHGEF17		1	1	109	0.9%	No
TBC1D8		2	2	109	1.8%	No
ARHGEF19		2	2	109	1.8%	No
TBC1D9		1	1	109	0.9%	No
ARHGEF18		1	1	109	0.9%	No
ABHD14A		1	1	109	0.9%	No
CIP2A		2	2	109	1.8%	No
DARS1		1	1	109	0.9%	No
GCNA		2	2	109	1.8%	No
TCTE1		2	2	109	1.8%	No
CCNA1		1	1	109	0.9%	No
TBC1D1		1	1	109	0.9%	No
TBC1D2		2	2	109	1.8%	No
TBC1D5		1	1	109	0.9%	No
GORASP2		1	1	109	0.9%	No
CHDH		2	2	109	1.8%	No
GORASP1		1	1	109	0.9%	No
CDHR2		1	1	109	0.9%	No
MMRN2		1	1	109	0.9%	No
IRF7		1	1	109	0.9%	No
CDHR3		2	2	109	1.8%	No
CCDC191		1	1	109	0.9%	No
CFAP57		1	1	109	0.9%	No
IRF5		1	1	109	0.9%	No
IRF6		4	4	109	3.7%	No
CFAP54		2	2	109	1.8%	No
CFAP53		1	1	109	0.9%	No
LAMA1		2	1	109	0.9%	No
LAMA4		2	2	109	1.8%	No
LAMA3		2	2	109	1.8%	No
TAF1L		2	2	109	1.8%	No
HMGCR		1	1	109	0.9%	No
ATP2C2		1	1	109	0.9%	No
ACVR1B		2	2	109	1.8%	Yes
EFS		1	1	109	0.9%	No
DNPEP		1	1	109	0.9%	No
ACVR1C		1	1	109	0.9%	No
TNKS2		1	1	109	0.9%	No
TAF1C		2	2	109	1.8%	No
BMS1		2	2	109	1.8%	No
NPVF		1	1	109	0.9%	No
UBE2NL		2	2	109	1.8%	No
MARVELD3		1	1	109	0.9%	No
CCDC181		2	1	109	0.9%	No
NAA25		2	2	109	1.8%	No
EPS8L1		1	1	109	0.9%	No
CCDC180		1	1	109	0.9%	No
EPS8L2		1	1	109	0.9%	No
CCDC178		1	1	109	0.9%	No
KRTAP10-3		2	2	109	1.8%	No
KRTAP10-2		2	1	109	0.9%	No
KRTAP10-5		1	1	109	0.9%	No
KRTAP10-4		2	2	109	1.8%	No
KRTAP10-7		6	5	109	4.6%	No
EGF		1	1	109	0.9%	No
LAMB2		2	2	109	1.8%	No
SWT1		1	1	109	0.9%	No
KRTAP10-9		1	1	109	0.9%	No
TAF11		1	1	109	0.9%	No
LAMB4		1	1	109	0.9%	No
IRGC		2	2	109	1.8%	No
ATP2B2		2	2	109	1.8%	No
LAMB1		1	1	109	0.9%	No
ATP2B1		1	1	109	0.9%	No
ACVR2A		2	2	109	1.8%	Yes
EEPD1		1	1	109	0.9%	No
CCDC170		4	4	109	3.7%	No
TAF7		1	1	109	0.9%	No
ACIN1		1	1	109	0.9%	No
TAF6		1	1	109	0.9%	No
ASB4		1	1	109	0.9%	No
FAM98A		1	1	109	0.9%	No
NAA15		1	1	109	0.9%	No
QRICH2		1	1	109	0.9%	No
CPVL		1	1	109	0.9%	No
TAF2		2	2	109	1.8%	No
CCDC172		1	1	109	0.9%	No
VIT		1	1	109	0.9%	No
GLDC		2	2	109	1.8%	No
MAML1		1	1	109	0.9%	No
OR11H1		1	1	109	0.9%	No
OR11H4		1	1	109	0.9%	No
THYN1		1	1	109	0.9%	No
C9ORF57		1	1	109	0.9%	No
ENO1		1	1	109	0.9%	No
DCAF5		1	1	109	0.9%	No
ABCA12		2	2	109	1.8%	No
TPGS1		1	1	109	0.9%	No
ABCA13		5	4	109	3.7%	No
C9ORF50		2	2	109	1.8%	No
GLDN		1	1	109	0.9%	No
MYC		1	1	109	0.9%	Yes
CREB3L2		1	1	109	0.9%	Yes
MS4A15		1	1	109	0.9%	No
PIP4K2A		2	2	109	1.8%	No
ADNP2		1	1	109	0.9%	No
PLCE1		3	3	109	2.8%	No
MMUT		1	1	109	0.9%	No
PIP4K2C		1	1	109	0.9%	No
ANKS1A		1	1	109	0.9%	No
ZNG1B		1	1	109	0.9%	No
ANKS1B		1	1	109	0.9%	No
CHIA		1	1	109	0.9%	No
RPL22		1	1	109	0.9%	Yes
OR1J4		1	1	109	0.9%	No
OR11G2		1	1	109	0.9%	No
IFT80		1	1	109	0.9%	No
SULT2B1		1	1	109	0.9%	No
CPED1		1	1	109	0.9%	No
IFT88		1	1	109	0.9%	No
NHLRC1		1	1	109	0.9%	No
MAML3		3	3	109	2.8%	No
ANKK1		2	2	109	1.8%	No
SRCAP		1	1	109	0.9%	No
FICD		1	1	109	0.9%	No
ATXN7L3B		1	1	109	0.9%	No
A1BG		1	1	109	0.9%	No
SLAIN1		2	2	109	1.8%	No
PPP4C		1	1	109	0.9%	No
CRACR2B		1	1	109	0.9%	No
OCSTAMP		1	1	109	0.9%	No
PLCG2		1	1	109	0.9%	Yes
NKX2-1		1	1	109	0.9%	Yes
PLCG1		1	1	109	0.9%	Yes
GSDMC		1	1	109	0.9%	No
DNAH12		3	3	109	2.8%	No
DNAH11		3	3	109	2.8%	No
DNAH10		4	4	109	3.7%	No
DNAH17		1	1	109	0.9%	No
FZD6		1	1	109	0.9%	No
RAB3IP		1	1	109	0.9%	No
DNAH14		5	5	109	4.6%	No
SLC16A12		1	1	109	0.9%	No
PRRC2C		1	1	109	0.9%	No
SLC16A10		1	1	109	0.9%	No
PA2G4		3	3	109	2.8%	No
FHDC1		1	1	109	0.9%	No
PRRC2B		2	2	109	1.8%	No
GPR137C		1	1	109	0.9%	No
PPP5C		2	2	109	1.8%	No
RNF103		1	1	109	0.9%	No
PLCH1		1	1	109	0.9%	No
CHRFAM7A		1	1	109	0.9%	No
CDK13		1	1	109	0.9%	No
GSDME		1	1	109	0.9%	No
SPEF2		1	1	109	0.9%	No
TRMO		1	1	109	0.9%	No
TMEM181		1	1	109	0.9%	No
TMEM182		1	1	109	0.9%	No
GLI3		6	6	109	5.5%	No
SLC6A3		1	1	109	0.9%	No
GLI2		1	1	109	0.9%	No
SLC6A4		1	1	109	0.9%	No
ZCWPW2		1	1	109	0.9%	No
GPR132		1	1	109	0.9%	No
OPN1LW		1	1	109	0.9%	No
CHL1		1	1	109	0.9%	No
RIOK2		1	1	109	0.9%	Yes
GPRASP1		2	2	109	1.8%	No
GPR135		1	1	109	0.9%	No
SLC2A14		1	1	109	0.9%	No
TMEM171		1	1	109	0.9%	No
OR1N2		1	1	109	0.9%	No
GCFC2		2	2	109	1.8%	No
LSG1		2	2	109	1.8%	No
COL21A1		1	1	109	0.9%	No
OCA2		1	1	109	0.9%	No
ZNF594		1	1	109	0.9%	No
ASAH1		1	1	109	0.9%	No
RPL10		1	1	109	0.9%	Yes
PACC1		1	1	109	0.9%	No
PLPPR4		1	1	109	0.9%	No
HOXD11		1	1	109	0.9%	Yes
TANK		1	1	109	0.9%	No
OR1M1		1	1	109	0.9%	No
TMEM164		1	1	109	0.9%	No
MIPOL1		1	1	109	0.9%	No
RNF135		1	1	109	0.9%	No
RNF139		1	1	109	0.9%	No
CHN1		1	1	109	0.9%	Yes
GPR156		1	1	109	0.9%	No
RNF130		2	2	109	1.8%	No
ANKRD50		1	1	109	0.9%	No
ZNF587		1	1	109	0.9%	No
GCNT7		3	3	109	2.8%	No
GPR158		1	1	109	0.9%	No
GPR157		1	1	109	0.9%	No
ZNF583		1	1	109	0.9%	No
F12		1	1	109	0.9%	No
CARD8		1	1	109	0.9%	No
MYBPH		1	1	109	0.9%	No
LAPTM5		1	1	109	0.9%	No
CARD6		1	1	109	0.9%	No
SAAL1		1	1	109	0.9%	No
GUCA2B		1	1	109	0.9%	No
OR1L4		1	1	109	0.9%	No
LRPPRC		1	1	109	0.9%	No
RNF146		1	1	109	0.9%	No
RNF145		1	1	109	0.9%	No
ZNFX1		3	3	109	2.8%	No
NMNAT1		1	1	109	0.9%	No
A4GNT		2	2	109	1.8%	No
ALMS1		2	2	109	1.8%	No
TRMT6		1	1	109	0.9%	No
SLCO4C1		2	2	109	1.8%	No
RLIM		1	1	109	0.9%	No
GPR149		1	1	109	0.9%	No
C16ORF89		2	2	109	1.8%	No
ZNF578		2	2	109	1.8%	No
SLC28A1		2	2	109	1.8%	No
ZNF576		1	1	109	0.9%	No
PLCD4		1	1	109	0.9%	No
ANKRD35		2	2	109	1.8%	No
IRS1		1	1	109	0.9%	Yes
ANKRD36		3	3	109	2.8%	No
ANKRD33		1	1	109	0.9%	No
GUCA1B		1	1	109	0.9%	No
IRS2		1	1	109	0.9%	Yes
GUCA1C		1	1	109	0.9%	No
EPX		2	2	109	1.8%	No
BEST2		1	1	109	0.9%	No
OR1S2		1	1	109	0.9%	No
OR1S1		1	1	109	0.9%	No
ZFP30		1	1	109	0.9%	No
GRB10		1	1	109	0.9%	No
NBN		2	2	109	1.8%	Yes
ZNF567		1	1	109	0.9%	No
PHLDA2		1	1	109	0.9%	No
LZTS1		1	1	109	0.9%	No
LZTS3		1	1	109	0.9%	No
RNF43		6	6	109	5.5%	Yes
SLC15A2		1	1	109	0.9%	No
ANKRD44		1	1	109	0.9%	No
F2R		1	1	109	0.9%	No
TAP2		1	1	109	0.9%	Yes
RNF40		1	1	109	0.9%	No
DISP2		1	1	109	0.9%	No
CLIP2		1	1	109	0.9%	No
DISP3		2	2	109	1.8%	No
KIAA1614		3	3	109	2.8%	No
STIM1		1	1	109	0.9%	No
STIM2		1	1	109	0.9%	No
ZFP42		2	2	109	1.8%	No
NUTM2F		1	1	109	0.9%	No
PHPT1		1	1	109	0.9%	No
PHLDB3		2	2	109	1.8%	No
PHLDB2		1	1	109	0.9%	No
ZNF554		1	1	109	0.9%	No
NUTM2D		3	3	109	2.8%	Yes
MAD1L1		2	2	109	1.8%	No
GLYR1		2	2	109	1.8%	No
ANKRD17		1	1	109	0.9%	No
ZNF551		1	1	109	0.9%	No
CSF1R		1	1	109	0.9%	Yes
ENY2		1	1	109	0.9%	No
CEMIP		2	2	109	1.8%	No
C3ORF70		1	1	109	0.9%	No
GLO1		2	2	109	1.8%	No
ANKRD11		3	3	109	2.8%	Yes
RNF180		1	1	109	0.9%	No
ANKRD12		1	1	109	0.9%	No
ABHD8		2	1	109	0.9%	No
ACTMAP		1	1	109	0.9%	No
CYP4F22		1	1	109	0.9%	No
TARP		2	2	109	1.8%	No
PHF21A		1	1	109	0.9%	No
GLB1L3		2	2	109	1.8%	No
STIP1		1	1	109	0.9%	No
HMBOX1		1	1	109	0.9%	No
TCP10L2		3	3	109	2.8%	No
ABL2		2	2	109	1.8%	Yes
TCP10L3		3	3	109	2.8%	No
ANKRD10		1	1	109	0.9%	No
PPIAL4G		2	2	109	1.8%	No
WDTC1		1	1	109	0.9%	No
CD163		1	1	109	0.9%	No
ANKRD26		1	1	109	0.9%	Yes
ANKRD24		3	3	109	2.8%	No
ESRRB		1	1	109	0.9%	No
GLMP		1	1	109	0.9%	No
NEB		2	2	109	1.8%	No
TVP23A		1	1	109	0.9%	No
CYP4F12		2	2	109	1.8%	No
PALB2		1	1	109	0.9%	Yes
HOPX		1	1	109	0.9%	No
CHERP		1	1	109	0.9%	No
CNOT4		1	1	109	0.9%	No
TRMT9B		2	2	109	1.8%	No
ZFP69		1	1	109	0.9%	No
YEATS2		1	1	109	0.9%	No
CNOT1		2	2	109	1.8%	No
CNOT2		2	2	109	1.8%	No
CNOT3		1	1	109	0.9%	Yes
NF1		8	8	109	7.3%	Yes
TDRD12		1	1	109	0.9%	No
ZNF536		2	2	109	1.8%	No
GPR107		1	1	109	0.9%	No
TDRD10		1	1	109	0.9%	No
ZNF534		1	1	109	0.9%	No
EFHB		2	2	109	1.8%	No
LZTR1		3	3	109	2.8%	Yes
GPR101		1	1	109	0.9%	No
NES		1	1	109	0.9%	No
ZNF530		1	1	109	0.9%	No
LINC01551		1	1	109	0.9%	No
BNC1		2	2	109	1.8%	No
LSP1		1	1	109	0.9%	No
TREM1		1	1	109	0.9%	No
RPL7A		1	1	109	0.9%	No
SGCD		1	1	109	0.9%	No
SART3		1	1	109	0.9%	No
ZNF529		1	1	109	0.9%	No
ZNF527		1	1	109	0.9%	No
CNGA1		1	1	109	0.9%	No
DNMT3B		1	1	109	0.9%	Yes
RNF17		2	2	109	1.8%	No
CNGA3		2	2	109	1.8%	No
HIF1AN		1	1	109	0.9%	No
ZNF521		2	2	109	1.8%	Yes
SGCG		1	1	109	0.9%	No
CHUK		1	1	109	0.9%	No
VWF		2	2	109	1.8%	No
DNMT3A		2	2	109	1.8%	Yes
MEPE		1	1	109	0.9%	No
ASPN		1	1	109	0.9%	No
LCA5L		1	1	109	0.9%	No
ASPM		4	4	109	3.7%	No
SARS2		2	2	109	1.8%	No
ESRP2		1	1	109	0.9%	No
ZNF516		2	1	109	0.9%	No
CNGB3		2	2	109	1.8%	No
PKHD1L1		4	4	109	3.7%	No
SOS2		1	1	109	0.9%	No
CNGB1		1	1	109	0.9%	No
CX3CR1		2	2	109	1.8%	No
RNF32		2	2	109	1.8%	No
NLGN1		1	1	109	0.9%	No
ACSS3		1	1	109	0.9%	No
WBP4		1	1	109	0.9%	No
CSN1S2AP		1	1	109	0.9%	No
ITLN2		1	1	109	0.9%	No
PUF60		1	1	109	0.9%	No
MROH5		1	1	109	0.9%	No
ANKAR		1	1	109	0.9%	No
NHS		1	1	109	0.9%	No
RBBP8		1	1	109	0.9%	No
ZNF501		1	1	109	0.9%	No
UGGT2		1	1	109	0.9%	No
WASF3		1	1	109	0.9%	No
RNF20		1	1	109	0.9%	No
IRX1		1	1	109	0.9%	No
IRX2		1	1	109	0.9%	No
RPH3AL		1	1	109	0.9%	No
IRX5		3	3	109	2.8%	No
KCNJ12		1	1	109	0.9%	No
TXNRD2		1	1	109	0.9%	No
PLCL1		2	2	109	1.8%	No
TXNRD1		1	1	109	0.9%	No
KCNIP3		1	1	109	0.9%	No
IRX3		1	1	109	0.9%	No
KCNJ14		1	1	109	0.9%	No
C15ORF32		1	1	109	0.9%	No
SGCZ		1	1	109	0.9%	No
SVOPL		1	1	109	0.9%	No
MARCKS		2	2	109	1.8%	No
PFKL		1	1	109	0.9%	No
NIN		5	5	109	4.6%	Yes
GLRB		1	1	109	0.9%	No
MNDA		1	1	109	0.9%	No
PFKP		1	1	109	0.9%	No
GLTP		1	1	109	0.9%	No
SLC46A3		1	1	109	0.9%	No
FAAH		1	1	109	0.9%	No
GORAB		2	2	109	1.8%	No
ACSM5		1	1	109	0.9%	No
DDX60L		3	3	109	2.8%	No
ACSM4		1	1	109	0.9%	No
MBD3L2		1	1	109	0.9%	No
SOX3		2	2	109	1.8%	No
LRMDA		1	1	109	0.9%	No
GOLGA4		1	1	109	0.9%	No
ZNF608		1	1	109	0.9%	No
C10ORF71		1	1	109	0.9%	No
RUSC2		1	1	109	0.9%	No
ZNF607		2	2	109	1.8%	No
OR10W1		1	1	109	0.9%	No
CHEK2		3	3	109	2.8%	Yes
ZNF605		1	1	109	0.9%	No
SOX7		1	1	109	0.9%	No
HABP2		1	1	109	0.9%	No
EYS		4	4	109	3.7%	No
SOX5		5	4	109	3.7%	No
FAAP100		1	1	109	0.9%	No
SLCO1B3-SLCO1B7		1	1	109	0.9%	No
IQCF5		1	1	109	0.9%	No
ACSL6		1	1	109	0.9%	Yes
MTUS2		2	2	109	1.8%	No
ACSL5		1	1	109	0.9%	No
IQCF1		2	2	109	1.8%	No
CYP27A1		1	1	109	0.9%	No
RRAGA		1	1	109	0.9%	No
OR10V1		1	1	109	0.9%	No
CD109		2	2	109	1.8%	No
AKAP9		1	1	109	0.9%	No
GUF1		1	1	109	0.9%	No
C3ORF20		1	1	109	0.9%	No
OR4C11		2	2	109	1.8%	No
TTLL12		1	1	109	0.9%	No
EZR		1	1	109	0.9%	Yes
ZFPM2		3	3	109	2.8%	No
CBLL2		1	1	109	0.9%	No
OR4C15		1	1	109	0.9%	No
ZFPM1		1	1	109	0.9%	No
CD101		1	1	109	0.9%	No
OR4C13		1	1	109	0.9%	No
KPRP		2	2	109	1.8%	No
PDE1C		1	1	109	0.9%	No
MTARC1		1	1	109	0.9%	No
TSHZ1		3	3	109	2.8%	No
TSHZ2		2	2	109	1.8%	No
DGUOK		1	1	109	0.9%	No
OTOA		1	1	109	0.9%	No
VPS8		1	1	109	0.9%	No
C10ORF53		1	1	109	0.9%	No
OTOF		3	3	109	2.8%	No
PATZ1		1	1	109	0.9%	Yes
NMB		1	1	109	0.9%	No
RABGAP1L		1	1	109	0.9%	No
DTNA		1	1	109	0.9%	No
PTPRN2		2	2	109	1.8%	No
CBLIF		1	1	109	0.9%	No
PARP14		5	5	109	4.6%	No
GDF6		2	2	109	1.8%	No
GNG11		1	1	109	0.9%	No
GDF5		1	1	109	0.9%	No
UBAC1		1	1	109	0.9%	No
PARP12		2	2	109	1.8%	No
PARP10		1	1	109	0.9%	No
CCDC88B		1	1	109	0.9%	No
OCLN		1	1	109	0.9%	No
STAG3		1	1	109	0.9%	No
NMS		1	1	109	0.9%	No
GOLGB1		1	1	109	0.9%	No
CCDC88C		1	1	109	0.9%	No
PDE3A		3	3	109	2.8%	No
TRMT12		1	1	109	0.9%	No
CORO7		1	1	109	0.9%	No
CC2D1A		1	1	109	0.9%	No
RAB40AL		1	1	109	0.9%	No
CLIC6		1	1	109	0.9%	No
SH3KBP1		1	1	109	0.9%	No
FAF2		1	1	109	0.9%	No
STAB2		2	2	109	1.8%	No
MYL6B		1	1	109	0.9%	No
PRPF19		1	1	109	0.9%	No
RPTOR		1	1	109	0.9%	Yes
EPM2AIP1		1	1	109	0.9%	No
KRT28		2	2	109	1.8%	No
KRT27		1	1	109	0.9%	No
KRT26		1	1	109	0.9%	No
TNFAIP8L3		1	1	109	0.9%	No
DLAT		2	2	109	1.8%	No
CCHCR1		2	2	109	1.8%	No
ANKRD6		2	2	109	1.8%	No
PRMT1		2	2	109	1.8%	No
STRBP		1	1	109	0.9%	No
INSRR		1	1	109	0.9%	No
KRT35		1	1	109	0.9%	No
KRT34		1	1	109	0.9%	No
AMPD3		1	1	109	0.9%	No
NAALADL2		2	2	109	1.8%	No
MPPED1		1	1	109	0.9%	No
BBS12		1	1	109	0.9%	No
KRT37		1	1	109	0.9%	No
B3GNT4		2	2	109	1.8%	No
WAC		1	1	109	0.9%	No
FAM181A		1	1	109	0.9%	No
UMPS		1	1	109	0.9%	No
PRMT9		2	2	109	1.8%	No
RAPSN		2	2	109	1.8%	No
DCP2		1	1	109	0.9%	No
LILRA6		5	5	109	4.6%	No
SLC20A1		2	2	109	1.8%	No
WAS		1	1	109	0.9%	Yes
AKAP6		2	2	109	1.8%	No
CXCR6		1	1	109	0.9%	No
LILRA1		1	1	109	0.9%	No
LYZL2		2	1	109	0.9%	No
LILRA2		2	2	109	1.8%	No
AKAP3		1	1	109	0.9%	No
LILRA3		5	4	109	3.7%	No
LILRA4		1	1	109	0.9%	No
AKAP1		1	1	109	0.9%	No
LILRA5		1	1	109	0.9%	No
C10ORF90		1	1	109	0.9%	No
FAM184A		1	1	109	0.9%	No
CXCR2		1	1	109	0.9%	No
CORIN		1	1	109	0.9%	No
CA10		1	1	109	0.9%	No
PCP4L1		1	1	109	0.9%	No
CIMAP1B		1	1	109	0.9%	No
LILRB1		3	3	109	2.8%	No
KRT10		1	1	109	0.9%	No
FAH		1	1	109	0.9%	No
LILRB3		7	7	109	6.4%	No
FAP		2	2	109	1.8%	No
CR1L		1	1	109	0.9%	No
DLC1		2	2	109	1.8%	No
TRIP11		1	1	109	0.9%	Yes
TRIP12		1	1	109	0.9%	No
TJP2		2	2	109	1.8%	No
AMY2A		1	1	109	0.9%	No
MAGEB18		3	3	109	2.8%	No
CIB3		1	1	109	0.9%	No
NRL		1	1	109	0.9%	No
ARID4A		2	2	109	1.8%	Yes
TMEM140		1	1	109	0.9%	No
MANEA		4	4	109	3.7%	No
FAM186A		3	3	109	2.8%	No
MEIOC		2	2	109	1.8%	No
SIRPA		2	2	109	1.8%	No
MAGEB10		3	2	109	1.8%	No
KRT6C		2	2	109	1.8%	No
KRT6B		1	1	109	0.9%	No
CMTR2		2	2	109	1.8%	Yes
KRT6A		1	1	109	0.9%	No
KRT71		2	2	109	1.8%	No
OR2D2		2	2	109	1.8%	No
ARID5B		1	1	109	0.9%	Yes
KRT78		1	1	109	0.9%	No
KRT77		1	1	109	0.9%	No
TRNT1		1	1	109	0.9%	No
KRT75		1	1	109	0.9%	No
CGRRF1		1	1	109	0.9%	No
TMEM131		2	2	109	1.8%	No
PREPL		1	1	109	0.9%	No
TBL1XR1		1	1	109	0.9%	Yes
